Product_ID,Product_Name,Size,Packaging_Quantity,Purchase_Price,GST_Percentage,Landed_Cost,Selling_Price,Customer_ID,Customer_Type,City,State,Order_ID,Order_Date,Sales_Channel,Quantity_Sold,Current_Stock,Restock_Priority,Delivery_Status
P004,Meal Box,250ML,1000,1.37,18,1.62,2.31,C012,New,Aurangabad,Maharashtra,O00947,13-04-2025,Direct,64,3693,4,Delayed
P001,Hinged Box,750ML,500,2.44,18,2.88,4.07,C163,New,Mumbai,Maharashtra,O00948,14-01-2025,Distributor,1655,1130,5,On Time
P009,Round Container,750ML,1500,2.48,18,2.93,3.85,C115,Returning,Delhi,Delhi,O00949,26-09-2025,Direct,1147,2316,3,On Time
P002,Hinged Box HL,250ML,1500,1.57,18,1.85,2.47,C123,New,Delhi,Delhi,O00950,03-04-2025,Distributor,1425,3679,4,In Transit
P009,Round Container,250ML,1500,1.46,18,1.72,2.56,C197,New,Nagpur,Maharashtra,O00951,18-06-2025,Distributor,711,36,2,Delayed
P003,Food Container,500ML,2000,1.99,18,2.35,3.15,C021,Returning,Nagpur,Maharashtra,O00952,09-08-2025,Direct,1034,1400,3,In Transit
P001,Hinged Box,500ML,1500,2.13,18,2.51,3.56,C163,Returning,Bangalore,Karnataka,O00953,27-09-2025,Distributor,547,4823,1,In Transit
P006,Catering Box,250ML,1000,1.56,18,1.84,2.52,C182,New,Aurangabad,Maharashtra,O00954,26-02-2025,Direct,1303,2565,2,On Time
P008,Square Box,250ML,1500,1.68,18,1.98,2.58,C104,New,Nagpur,Maharashtra,O00955,29-01-2025,Direct,1243,1269,6,On Time
P005,Storage Box,500ML,1500,2.26,18,2.67,3.28,C195,Returning,Hyderabad,Telangana,O00956,07-10-2025,Direct,1685,1507,4,In Transit
P010,Takeaway Box,250ML,1500,1.4,18,1.65,2.24,C095,Returning,Pune,Maharashtra,O00957,19-01-2025,Distributor,1801,400,5,Delayed
P006,Catering Box,250ML,1500,1.76,18,2.08,2.55,C149,Returning,Hyderabad,Telangana,O00958,31-01-2025,Direct,1287,2219,3,Delayed
P004,Meal Box,750ML,1500,2.2,18,2.6,3.71,C134,Returning,Aurangabad,Maharashtra,O00959,02-05-2025,Distributor,336,1319,4,On Time
P007,Sauce Box,750ML,2000,2.13,18,2.51,3.78,C180,New,Hyderabad,Telangana,O00960,28-05-2025,Direct,893,2605,2,In Transit
P001,Hinged Box,375ML,500,1.49,18,1.76,2.68,C137,Returning,Aurangabad,Maharashtra,O00961,16-01-2025,Direct,1704,1534,3,Delayed
P002,Hinged Box HL,750ML,2000,2.32,18,2.74,3.99,C191,New,Ahmedabad,Gujarat,O00962,10-09-2025,Direct,1694,259,1,In Transit
P005,Storage Box,750ML,1000,2.58,18,3.04,3.92,C150,New,Indore,Madhya Pradesh,O00963,24-12-2025,Distributor,1977,428,3,On Time
P008,Square Box,250ML,2000,1.35,18,1.59,2.3,C032,New,Mumbai,Maharashtra,O00964,13-12-2025,Distributor,1765,1971,1,In Transit
P004,Meal Box,750ML,500,2.64,18,3.12,4.06,C171,New,Pune,Maharashtra,O00965,01-08-2025,Direct,1087,4952,2,On Time
P001,Hinged Box,250ML,500,1.59,18,1.88,2.42,C036,Returning,Mumbai,Maharashtra,O00966,10-09-2025,Distributor,643,1109,6,Delayed
P008,Square Box,250ML,500,1.7,18,2.01,2.51,C064,Returning,Ahmedabad,Gujarat,O00967,04-07-2025,Direct,473,4869,5,Delayed
P006,Catering Box,750ML,1000,2.19,18,2.58,3.68,C123,New,Bangalore,Karnataka,O00968,13-02-2025,Distributor,669,3612,6,On Time
P002,Hinged Box HL,500ML,2000,1.93,18,2.28,3.33,C098,Returning,Indore,Madhya Pradesh,O00969,09-10-2025,Direct,1995,3247,4,On Time
P002,Hinged Box HL,500ML,1500,2.27,18,2.68,3.53,C184,New,Hyderabad,Telangana,O00970,20-03-2025,Distributor,1146,1388,1,Delayed
P007,Sauce Box,1000ML,2000,2.71,18,3.2,4.84,C019,New,Mumbai,Maharashtra,O00971,18-12-2025,Distributor,689,3168,3,On Time
P002,Hinged Box HL,375ML,1000,1.69,18,1.99,2.66,C052,New,Nagpur,Maharashtra,O00972,01-12-2025,Distributor,1847,896,4,In Transit
P004,Meal Box,500ML,500,2.37,18,2.8,3.47,C187,New,Nashik,Maharashtra,O00973,17-04-2025,Distributor,810,584,2,In Transit
P007,Sauce Box,375ML,500,1.72,18,2.03,2.61,C009,New,Bangalore,Karnataka,O00974,18-12-2025,Direct,205,870,3,Delayed
P002,Hinged Box HL,375ML,500,1.66,18,1.96,2.99,C050,Returning,Pune,Maharashtra,O00975,03-05-2025,Distributor,487,38,5,Delayed
P010,Takeaway Box,1000ML,1000,2.56,18,3.02,4.26,C010,New,Hyderabad,Telangana,O00976,12-04-2025,Direct,732,3056,5,On Time
P010,Takeaway Box,750ML,1000,2.16,18,2.55,3.73,C079,Returning,Nashik,Maharashtra,O00977,21-10-2025,Direct,1315,3593,1,Delayed
P010,Takeaway Box,750ML,1000,2.48,18,2.93,3.95,C144,New,Hyderabad,Telangana,O00978,03-08-2025,Direct,1354,4964,4,In Transit
P004,Meal Box,250ML,1500,1.35,18,1.59,2.35,C030,New,Aurangabad,Maharashtra,O00979,05-07-2025,Distributor,256,463,1,In Transit
P007,Sauce Box,750ML,2000,2.38,18,2.81,3.71,C160,Returning,Indore,Madhya Pradesh,O00980,04-03-2025,Distributor,1027,1822,4,Delayed
P005,Storage Box,375ML,1000,1.63,18,1.92,2.66,C025,New,Nashik,Maharashtra,O00981,28-01-2025,Distributor,724,4519,5,On Time
P007,Sauce Box,250ML,500,1.49,18,1.76,2.24,C129,New,Hyderabad,Telangana,O00982,01-06-2025,Distributor,1553,344,2,On Time
P010,Takeaway Box,1000ML,2000,3.05,18,3.6,4.88,C036,Returning,Nagpur,Maharashtra,O00983,12-09-2025,Distributor,1421,2000,1,Delayed
P008,Square Box,375ML,500,1.79,18,2.11,2.94,C173,New,Pune,Maharashtra,O00984,07-12-2025,Distributor,1380,3251,4,On Time
P010,Takeaway Box,250ML,2000,1.39,18,1.64,2.4,C198,Returning,Mumbai,Maharashtra,O00985,31-08-2025,Distributor,1939,4350,3,On Time
P008,Square Box,500ML,500,2,18,2.36,3.21,C114,New,Bangalore,Karnataka,O00986,21-11-2025,Distributor,1452,862,3,On Time
P001,Hinged Box,750ML,2000,2.49,18,2.94,4.07,C063,New,Bangalore,Karnataka,O00987,04-04-2025,Distributor,538,3502,1,Delayed
P008,Square Box,375ML,2000,1.44,18,1.7,2.62,C077,Returning,Nagpur,Maharashtra,O00988,09-08-2025,Distributor,1590,2231,2,Delayed
P010,Takeaway Box,750ML,1000,2.16,18,2.55,3.67,C122,New,Aurangabad,Maharashtra,O00989,01-11-2025,Distributor,438,3310,5,Delayed
P002,Hinged Box HL,1000ML,2000,2.81,18,3.32,4.9,C031,New,Bangalore,Karnataka,O00990,03-05-2025,Direct,558,3198,2,In Transit
P005,Storage Box,1000ML,500,3.43,18,4.05,4.91,C113,New,Delhi,Delhi,O00991,07-05-2025,Direct,359,778,3,Delayed
P009,Round Container,1000ML,500,3.31,18,3.91,4.79,C083,New,Nashik,Maharashtra,O00992,18-10-2025,Distributor,1297,2069,1,Delayed
P004,Meal Box,500ML,1500,2.21,18,2.61,3.28,C012,New,Nashik,Maharashtra,O00993,26-09-2025,Direct,1139,1484,1,On Time
P004,Meal Box,500ML,500,2.03,18,2.4,3.21,C167,Returning,Bangalore,Karnataka,O00994,30-06-2025,Distributor,1311,3565,4,On Time
P004,Meal Box,375ML,500,1.68,18,1.98,2.97,C169,New,Pune,Maharashtra,O00995,25-05-2025,Direct,1786,2245,5,In Transit
P008,Square Box,500ML,1000,1.94,18,2.29,3.13,C060,Returning,Ahmedabad,Gujarat,O00996,05-11-2025,Distributor,846,2134,2,In Transit
P005,Storage Box,500ML,500,2.03,18,2.4,3.01,C036,New,Delhi,Delhi,O00997,08-01-2025,Direct,697,3175,3,On Time
P006,Catering Box,375ML,1500,1.61,18,1.9,2.64,C120,New,Nagpur,Maharashtra,O00998,13-10-2025,Direct,1868,4021,1,On Time
P005,Storage Box,375ML,500,1.84,18,2.17,2.9,C027,New,Indore,Madhya Pradesh,O00999,09-06-2025,Distributor,1452,4292,2,Delayed
P003,Food Container,750ML,2000,2.42,18,2.86,3.67,C196,New,Bangalore,Karnataka,O01000,07-11-2025,Distributor,1068,4105,1,Delayed
P004,Meal Box,1000ML,2000,2.79,18,3.29,4.65,C054,Returning,Hyderabad,Telangana,O01001,02-07-2025,Direct,574,2331,5,On Time
P007,Sauce Box,750ML,2000,2.45,18,2.89,3.61,C169,New,Indore,Madhya Pradesh,O01002,03-08-2025,Direct,98,3199,6,In Transit
P004,Meal Box,750ML,1000,2.34,18,2.76,3.89,C031,Returning,Bangalore,Karnataka,O01003,04-12-2025,Distributor,434,2601,4,Delayed
P009,Round Container,250ML,1000,1.4,18,1.65,2.35,C055,New,Hyderabad,Telangana,O01004,23-01-2025,Direct,1159,1825,6,In Transit
P005,Storage Box,500ML,1500,1.76,18,2.08,3.03,C080,Returning,Nagpur,Maharashtra,O01005,20-08-2025,Direct,1648,846,1,In Transit
P002,Hinged Box HL,250ML,1000,1.54,18,1.82,2.24,C014,Returning,Pune,Maharashtra,O01006,22-11-2025,Distributor,1988,1926,2,On Time
P002,Hinged Box HL,250ML,2000,1.6,18,1.89,2.4,C002,Returning,Pune,Maharashtra,O01007,22-02-2025,Direct,550,3406,3,In Transit
P007,Sauce Box,250ML,500,1.55,18,1.83,2.53,C092,Returning,Ahmedabad,Gujarat,O01008,06-06-2025,Direct,537,2658,2,In Transit
P009,Round Container,375ML,2000,1.99,18,2.35,2.91,C051,Returning,Delhi,Delhi,O01009,18-09-2025,Direct,538,115,4,Delayed
P008,Square Box,375ML,1500,2.02,18,2.38,2.94,C106,New,Ahmedabad,Gujarat,O01010,30-05-2025,Distributor,184,363,4,On Time
P003,Food Container,500ML,1500,2.15,18,2.54,3.37,C029,Returning,Aurangabad,Maharashtra,O01011,12-03-2025,Direct,2000,2059,6,In Transit
P001,Hinged Box,375ML,1000,1.69,18,1.99,2.9,C170,Returning,Mumbai,Maharashtra,O01012,28-09-2025,Direct,249,994,3,On Time
P003,Food Container,250ML,1500,1.44,18,1.7,2.51,C071,Returning,Nashik,Maharashtra,O01013,20-07-2025,Distributor,196,2226,1,On Time
P005,Storage Box,375ML,1500,2,18,2.36,2.94,C106,New,Bangalore,Karnataka,O01014,22-06-2025,Distributor,1051,1440,2,In Transit
P008,Square Box,750ML,1000,2.64,18,3.12,4.11,C029,Returning,Pune,Maharashtra,O01015,16-05-2025,Direct,1380,982,6,Delayed
P009,Round Container,500ML,500,2.11,18,2.49,3.51,C145,New,Nashik,Maharashtra,O01016,05-06-2025,Direct,850,180,3,In Transit
P002,Hinged Box HL,500ML,500,2.03,18,2.4,3.06,C037,Returning,Nashik,Maharashtra,O01017,07-02-2025,Distributor,398,4118,5,On Time
P002,Hinged Box HL,250ML,500,1.73,18,2.04,2.53,C031,Returning,Pune,Maharashtra,O01018,26-12-2025,Direct,1514,2598,5,In Transit
P005,Storage Box,375ML,500,1.86,18,2.19,2.75,C055,New,Mumbai,Maharashtra,O01019,10-10-2025,Direct,807,2800,3,On Time
P008,Square Box,500ML,500,2.05,18,2.42,3.37,C018,New,Delhi,Delhi,O01020,12-04-2025,Direct,1312,1843,3,Delayed
P004,Meal Box,250ML,1000,1.48,18,1.75,2.44,C158,Returning,Hyderabad,Telangana,O01021,29-08-2025,Direct,251,3434,3,On Time
P008,Square Box,1000ML,1500,3.02,18,3.56,4.99,C028,New,Hyderabad,Telangana,O01022,21-11-2025,Distributor,1059,542,3,On Time
P001,Hinged Box,250ML,1000,1.3,18,1.53,2.34,C177,Returning,Pune,Maharashtra,O01023,25-01-2025,Distributor,1102,6,4,Delayed
P010,Takeaway Box,500ML,1500,1.9,18,2.24,3.13,C096,Returning,Ahmedabad,Gujarat,O01024,02-06-2025,Direct,1866,1378,1,In Transit
P009,Round Container,250ML,2000,1.72,18,2.03,2.5,C017,New,Ahmedabad,Gujarat,O01025,09-06-2025,Distributor,723,2594,6,Delayed
P008,Square Box,750ML,1500,2.8,18,3.3,4.17,C072,New,Mumbai,Maharashtra,O01026,15-12-2025,Direct,1926,2142,2,On Time
P003,Food Container,750ML,1500,2.45,18,2.89,3.63,C140,New,Pune,Maharashtra,O01027,29-01-2025,Direct,989,3402,6,On Time
P007,Sauce Box,750ML,1500,2.48,18,2.93,3.69,C183,New,Bangalore,Karnataka,O01028,07-06-2025,Direct,418,3457,1,On Time
P009,Round Container,750ML,2000,2.23,18,2.63,3.6,C112,New,Bangalore,Karnataka,O01029,13-12-2025,Distributor,583,2176,6,On Time
P007,Sauce Box,375ML,2000,1.6,18,1.89,2.66,C161,New,Aurangabad,Maharashtra,O01030,27-03-2025,Distributor,1766,4719,1,Delayed
P009,Round Container,250ML,2000,1.35,18,1.59,2.38,C086,New,Bangalore,Karnataka,O01031,20-11-2025,Direct,214,3871,3,In Transit
P010,Takeaway Box,500ML,1500,1.9,18,2.24,3.27,C083,Returning,Nagpur,Maharashtra,O01032,11-11-2025,Distributor,830,1069,5,In Transit
P005,Storage Box,1000ML,1500,2.69,18,3.17,4.27,C140,Returning,Hyderabad,Telangana,O01033,06-09-2025,Direct,247,4197,4,In Transit
P003,Food Container,1000ML,1500,3.47,18,4.09,4.96,C047,New,Ahmedabad,Gujarat,O01034,07-01-2025,Distributor,1052,1960,1,In Transit
P009,Round Container,750ML,1500,2.61,18,3.08,4.12,C191,New,Nagpur,Maharashtra,O01035,29-08-2025,Distributor,650,4723,3,On Time
P004,Meal Box,1000ML,1500,2.97,18,3.5,4.33,C005,Returning,Mumbai,Maharashtra,O01036,15-12-2025,Direct,70,1309,4,Delayed
P005,Storage Box,1000ML,2000,2.37,18,2.8,4.28,C162,Returning,Nagpur,Maharashtra,O01037,06-11-2025,Direct,591,1135,3,In Transit
P003,Food Container,250ML,2000,1.56,18,1.84,2.26,C042,Returning,Indore,Madhya Pradesh,O01038,09-03-2025,Distributor,1942,3149,6,In Transit
P006,Catering Box,500ML,500,1.84,18,2.17,3.12,C198,Returning,Mumbai,Maharashtra,O01039,11-01-2025,Direct,1130,4724,3,In Transit
P010,Takeaway Box,250ML,500,1.66,18,1.96,2.45,C107,New,Ahmedabad,Gujarat,O01040,08-04-2025,Distributor,1476,4974,2,Delayed
P001,Hinged Box,250ML,1500,1.66,18,1.96,2.43,C185,Returning,Pune,Maharashtra,O01041,17-10-2025,Direct,1809,4396,3,On Time
P008,Square Box,750ML,500,2.48,18,2.93,3.75,C098,Returning,Indore,Madhya Pradesh,O01042,04-08-2025,Distributor,1645,1349,1,Delayed
P001,Hinged Box,750ML,1000,2.53,18,2.99,3.64,C190,New,Nashik,Maharashtra,O01043,22-01-2025,Distributor,1774,1058,3,Delayed
P009,Round Container,750ML,1500,2.28,18,2.69,3.86,C159,New,Aurangabad,Maharashtra,O01044,17-08-2025,Distributor,1514,3650,3,On Time
P002,Hinged Box HL,250ML,1000,1.56,18,1.84,2.53,C071,Returning,Delhi,Delhi,O01045,02-08-2025,Distributor,347,2755,3,In Transit
P002,Hinged Box HL,750ML,2000,2.48,18,2.93,3.84,C121,New,Indore,Madhya Pradesh,O01046,15-11-2025,Distributor,653,2248,6,In Transit
P004,Meal Box,375ML,1000,1.82,18,2.15,2.7,C133,New,Pune,Maharashtra,O01047,18-08-2025,Direct,272,2791,2,In Transit
P003,Food Container,250ML,2000,1.66,18,1.96,2.46,C190,New,Nagpur,Maharashtra,O01048,21-07-2025,Distributor,1972,1804,2,In Transit
P008,Square Box,250ML,1000,1.63,18,1.92,2.57,C194,New,Nagpur,Maharashtra,O01049,27-11-2025,Distributor,1255,856,2,On Time
P002,Hinged Box HL,1000ML,2000,2.99,18,3.53,4.86,C154,New,Hyderabad,Telangana,O01050,08-03-2025,Direct,1438,197,3,Delayed
P002,Hinged Box HL,375ML,1500,1.69,18,1.99,2.96,C173,Returning,Pune,Maharashtra,O01051,07-03-2025,Direct,1011,2876,2,Delayed
P003,Food Container,750ML,500,2.8,18,3.3,4.16,C040,Returning,Delhi,Delhi,O01052,05-11-2025,Distributor,1573,1798,1,On Time
P003,Food Container,500ML,500,1.91,18,2.25,3.01,C028,Returning,Delhi,Delhi,O01053,07-12-2025,Distributor,694,3427,3,On Time
P010,Takeaway Box,1000ML,1000,3.46,18,4.08,4.97,C175,New,Nashik,Maharashtra,O01054,28-07-2025,Direct,1432,4693,4,On Time
P003,Food Container,750ML,2000,2.69,18,3.17,3.93,C194,Returning,Hyderabad,Telangana,O01055,12-11-2025,Distributor,1501,3717,4,On Time
P004,Meal Box,375ML,2000,1.76,18,2.08,2.84,C116,New,Nagpur,Maharashtra,O01056,17-08-2025,Distributor,1764,1102,5,Delayed
P010,Takeaway Box,1000ML,2000,2.6,18,3.07,4.22,C110,Returning,Delhi,Delhi,O01057,19-07-2025,Distributor,1650,1600,6,Delayed
P001,Hinged Box,375ML,2000,1.81,18,2.14,2.99,C171,New,Pune,Maharashtra,O01058,16-09-2025,Direct,1897,3368,4,In Transit
P008,Square Box,500ML,1000,1.83,18,2.16,3.23,C072,New,Nashik,Maharashtra,O01059,10-07-2025,Distributor,1463,3612,1,In Transit
P001,Hinged Box,750ML,500,2.29,18,2.7,4.07,C014,Returning,Indore,Madhya Pradesh,O01060,17-01-2025,Distributor,1586,723,5,On Time
P004,Meal Box,1000ML,500,2.83,18,3.34,4.42,C117,Returning,Ahmedabad,Gujarat,O01061,27-09-2025,Distributor,71,4798,3,Delayed
P007,Sauce Box,1000ML,500,2.68,18,3.16,4.61,C167,New,Pune,Maharashtra,O01062,12-11-2025,Distributor,1669,4240,3,Delayed
P006,Catering Box,500ML,500,2.36,18,2.78,3.39,C019,New,Pune,Maharashtra,O01063,07-03-2025,Direct,196,247,2,In Transit
P010,Takeaway Box,1000ML,500,2.8,18,3.3,4.25,C178,New,Aurangabad,Maharashtra,O01064,09-10-2025,Distributor,1102,3822,1,In Transit
P002,Hinged Box HL,500ML,1500,2.1,18,2.48,3.2,C019,New,Bangalore,Karnataka,O01065,15-07-2025,Distributor,1391,1931,3,On Time
P005,Storage Box,250ML,2000,1.71,18,2.02,2.54,C069,Returning,Bangalore,Karnataka,O01066,02-11-2025,Distributor,437,128,3,On Time
P008,Square Box,250ML,2000,1.45,18,1.71,2.37,C180,New,Mumbai,Maharashtra,O01067,08-07-2025,Direct,1108,1170,3,Delayed
P004,Meal Box,500ML,2000,2.04,18,2.41,3.02,C070,New,Hyderabad,Telangana,O01068,03-10-2025,Direct,487,4094,3,In Transit
P001,Hinged Box,375ML,1000,1.7,18,2.01,2.77,C125,Returning,Nashik,Maharashtra,O01069,24-04-2025,Direct,93,1609,2,Delayed
P002,Hinged Box HL,1000ML,1500,2.91,18,3.43,4.66,C114,New,Delhi,Delhi,O01070,23-11-2025,Direct,791,1032,4,In Transit
P008,Square Box,250ML,2000,1.7,18,2.01,2.54,C151,Returning,Nagpur,Maharashtra,O01071,13-06-2025,Direct,1463,96,1,On Time
P002,Hinged Box HL,750ML,1000,2.3,18,2.71,3.8,C049,Returning,Nashik,Maharashtra,O01072,13-02-2025,Direct,940,1010,6,On Time
P001,Hinged Box,375ML,1000,1.86,18,2.19,2.77,C070,Returning,Ahmedabad,Gujarat,O01073,21-03-2025,Direct,1983,3666,6,In Transit
P010,Takeaway Box,375ML,2000,1.8,18,2.12,2.94,C036,New,Nagpur,Maharashtra,O01074,24-06-2025,Direct,538,630,6,On Time
P001,Hinged Box,750ML,1000,2.45,18,2.89,3.81,C092,Returning,Mumbai,Maharashtra,O01075,27-02-2025,Distributor,926,1202,6,In Transit
P004,Meal Box,1000ML,500,3.13,18,3.69,4.8,C027,New,Mumbai,Maharashtra,O01076,01-03-2025,Direct,623,2995,6,On Time
P009,Round Container,375ML,2000,1.69,18,1.99,2.98,C033,New,Hyderabad,Telangana,O01077,04-12-2025,Direct,525,4475,3,Delayed
P010,Takeaway Box,250ML,2000,1.56,18,1.84,2.59,C044,New,Pune,Maharashtra,O01078,20-03-2025,Distributor,242,2008,2,In Transit
P002,Hinged Box HL,750ML,1000,2.55,18,3.01,3.66,C171,Returning,Nagpur,Maharashtra,O01079,23-09-2025,Distributor,266,1381,1,In Transit
P008,Square Box,750ML,500,2.19,18,2.58,3.93,C153,Returning,Hyderabad,Telangana,O01080,04-08-2025,Direct,655,2770,2,In Transit
P002,Hinged Box HL,500ML,1500,2.12,18,2.5,3.13,C082,Returning,Hyderabad,Telangana,O01081,01-04-2025,Distributor,141,874,6,Delayed
P009,Round Container,375ML,2000,1.57,18,1.85,2.85,C185,New,Indore,Madhya Pradesh,O01082,29-07-2025,Distributor,1998,1998,5,Delayed
P003,Food Container,500ML,1500,1.86,18,2.19,3.11,C158,Returning,Nashik,Maharashtra,O01083,05-04-2025,Distributor,372,3133,1,On Time
P008,Square Box,500ML,1500,2.09,18,2.47,3.35,C107,New,Indore,Madhya Pradesh,O01084,15-09-2025,Distributor,1527,2361,5,Delayed
P004,Meal Box,250ML,1000,1.56,18,1.84,2.41,C104,Returning,Pune,Maharashtra,O01085,09-12-2025,Direct,1799,4499,5,On Time
P006,Catering Box,750ML,1000,2.24,18,2.64,3.86,C007,Returning,Nashik,Maharashtra,O01086,02-09-2025,Distributor,646,46,2,Delayed
P008,Square Box,750ML,1500,2.61,18,3.08,3.77,C176,New,Delhi,Delhi,O01087,31-01-2025,Distributor,1002,3108,5,In Transit
P003,Food Container,750ML,1000,2.36,18,2.78,3.83,C190,Returning,Indore,Madhya Pradesh,O01088,15-07-2025,Direct,1981,640,6,In Transit
P002,Hinged Box HL,500ML,1000,1.97,18,2.32,3.31,C011,Returning,Bangalore,Karnataka,O01089,03-04-2025,Distributor,878,1643,4,In Transit
P003,Food Container,500ML,1000,2.22,18,2.62,3.39,C149,Returning,Nagpur,Maharashtra,O01090,01-08-2025,Direct,1562,135,5,In Transit
P004,Meal Box,750ML,1500,2.33,18,2.75,3.86,C171,Returning,Delhi,Delhi,O01091,27-11-2025,Distributor,544,2825,3,Delayed
P009,Round Container,375ML,1500,1.88,18,2.22,2.87,C049,Returning,Mumbai,Maharashtra,O01092,12-05-2025,Distributor,1779,3596,3,Delayed
P007,Sauce Box,375ML,500,1.91,18,2.25,2.91,C152,Returning,Mumbai,Maharashtra,O01093,02-09-2025,Distributor,935,3848,6,Delayed
P003,Food Container,375ML,1500,1.58,18,1.86,2.76,C069,Returning,Delhi,Delhi,O01094,17-07-2025,Distributor,1204,2695,5,In Transit
P009,Round Container,1000ML,1000,2.81,18,3.32,4.67,C142,New,Aurangabad,Maharashtra,O01095,25-01-2025,Distributor,90,1969,2,Delayed
P006,Catering Box,250ML,1500,1.44,18,1.7,2.53,C042,New,Bangalore,Karnataka,O01096,28-11-2025,Direct,468,1037,6,On Time
P008,Square Box,250ML,1500,1.52,18,1.79,2.44,C167,Returning,Delhi,Delhi,O01097,23-01-2025,Direct,854,4524,3,On Time
P008,Square Box,500ML,1000,2.27,18,2.68,3.48,C157,Returning,Pune,Maharashtra,O01098,03-07-2025,Distributor,946,3908,6,On Time
P008,Square Box,250ML,500,1.37,18,1.62,2.29,C120,New,Ahmedabad,Gujarat,O01099,21-04-2025,Distributor,1153,1265,6,In Transit
P009,Round Container,1000ML,1000,2.87,18,3.39,4.56,C127,New,Bangalore,Karnataka,O01100,31-12-2025,Direct,762,1224,5,On Time
P007,Sauce Box,375ML,2000,1.81,18,2.14,2.77,C006,New,Nashik,Maharashtra,O01101,15-12-2025,Distributor,176,4808,4,In Transit
P009,Round Container,250ML,1000,1.66,18,1.96,2.4,C183,New,Pune,Maharashtra,O01102,23-11-2025,Distributor,1874,4894,1,On Time
P006,Catering Box,250ML,1500,1.28,18,1.51,2.21,C158,New,Nagpur,Maharashtra,O01103,22-10-2025,Direct,1002,4741,1,In Transit
P009,Round Container,500ML,500,1.99,18,2.35,3.36,C037,New,Nashik,Maharashtra,O01104,08-11-2025,Direct,132,1766,1,In Transit
P004,Meal Box,1000ML,2000,3.23,18,3.81,4.88,C065,Returning,Delhi,Delhi,O01105,04-11-2025,Distributor,369,2610,3,On Time
P006,Catering Box,250ML,2000,1.43,18,1.69,2.33,C024,New,Pune,Maharashtra,O01106,10-02-2025,Distributor,1911,699,2,On Time
P009,Round Container,375ML,2000,1.69,18,1.99,2.65,C098,Returning,Nashik,Maharashtra,O01107,14-11-2025,Distributor,464,316,2,Delayed
P007,Sauce Box,375ML,2000,2.04,18,2.41,2.95,C014,Returning,Bangalore,Karnataka,O01108,07-07-2025,Direct,872,2025,5,Delayed
P006,Catering Box,375ML,500,1.62,18,1.91,2.79,C075,New,Delhi,Delhi,O01109,26-01-2025,Direct,900,553,1,Delayed
P007,Sauce Box,500ML,2000,2.08,18,2.45,3.17,C001,New,Mumbai,Maharashtra,O01110,29-06-2025,Distributor,1953,4755,2,On Time
P010,Takeaway Box,1000ML,1500,3.11,18,3.67,4.67,C185,Returning,Ahmedabad,Gujarat,O01111,07-08-2025,Direct,1848,3416,3,On Time
P004,Meal Box,750ML,2000,2.51,18,2.96,3.97,C180,New,Nashik,Maharashtra,O01112,23-05-2025,Direct,1927,300,3,Delayed
P006,Catering Box,1000ML,1500,3.41,18,4.02,5,C075,New,Pune,Maharashtra,O01113,04-06-2025,Distributor,1262,1968,1,In Transit
P001,Hinged Box,500ML,2000,1.85,18,2.18,3.36,C156,New,Nagpur,Maharashtra,O01114,25-06-2025,Direct,1958,2597,4,Delayed
P003,Food Container,500ML,1000,2.15,18,2.54,3.36,C043,Returning,Mumbai,Maharashtra,O01115,29-11-2025,Distributor,1941,3085,3,On Time
P004,Meal Box,500ML,1000,2.31,18,2.73,3.49,C191,Returning,Aurangabad,Maharashtra,O01116,16-07-2025,Direct,694,1197,4,Delayed
P002,Hinged Box HL,500ML,2000,1.91,18,2.25,3.35,C147,New,Indore,Madhya Pradesh,O01117,18-04-2025,Distributor,1406,3783,3,In Transit
P004,Meal Box,1000ML,2000,2.95,18,3.48,4.66,C165,New,Aurangabad,Maharashtra,O01118,03-10-2025,Distributor,255,2401,1,On Time
P010,Takeaway Box,375ML,1000,1.71,18,2.02,3,C111,Returning,Aurangabad,Maharashtra,O01119,15-05-2025,Distributor,873,3506,3,On Time
P003,Food Container,500ML,1000,2.25,18,2.65,3.49,C192,Returning,Pune,Maharashtra,O01120,15-02-2025,Distributor,259,2060,6,Delayed
P005,Storage Box,250ML,1000,1.48,18,1.75,2.53,C067,New,Bangalore,Karnataka,O01121,20-06-2025,Direct,1108,2958,6,Delayed
P004,Meal Box,500ML,2000,1.84,18,2.17,3.03,C136,New,Bangalore,Karnataka,O01122,05-12-2025,Distributor,558,4771,3,On Time
P004,Meal Box,250ML,500,1.55,18,1.83,2.38,C100,New,Ahmedabad,Gujarat,O01123,22-11-2025,Distributor,1311,151,3,Delayed
P010,Takeaway Box,250ML,1000,1.35,18,1.59,2.28,C130,New,Hyderabad,Telangana,O01124,28-10-2025,Direct,153,1304,2,Delayed
P009,Round Container,375ML,500,1.99,18,2.35,2.9,C079,New,Pune,Maharashtra,O01125,23-05-2025,Direct,1424,1819,2,Delayed
P010,Takeaway Box,750ML,1500,2.66,18,3.14,3.81,C041,New,Mumbai,Maharashtra,O01126,10-06-2025,Distributor,931,454,5,In Transit
P003,Food Container,500ML,1000,2.21,18,2.61,3.5,C120,Returning,Nagpur,Maharashtra,O01127,11-12-2025,Direct,1080,1034,3,In Transit
P002,Hinged Box HL,750ML,1500,2.48,18,2.93,3.79,C096,New,Hyderabad,Telangana,O01128,29-03-2025,Distributor,944,2399,6,On Time
